,Capril,Caugust,Cdecember,Cfebruary,Cjanuary,Cjuly,Cjune,Cmarch,Cmay,Cnovember,Coctober,Cseptember,energy_storage,irriDemandMultiplier,treatiesBenin,treatiesBurkinaFaso,treatiesCoteIvoire,treatiesTogo,waterUseBenin,waterUseBurkinaFaso,waterUseCoteIvoire,waterUseTogo
0,-0.17875031049729073,-0.02496473991897024,-0.12434851549490156,0.0031234661966156874,0.9857434538476736,-0.13973030374593684,0.16800406936485818,-0.20054457341149257,-0.009714769578372959,0.05741003258660461,0.34519482109968136,0.34669295421869073,1460.6625396883474,0.7167829740343181,0.16967043144982966,0.7699195029960386,0.25689482164110367,0.9678103326773885,0.20908634773856022,0.7635017775802672,0.31227490973081906,0.965200815209902
1,-0.15090867634347066,-0.06775487385921267,-0.7454547996888882,-0.040666830713978475,0.9531896922156745,-0.1065092594103135,0.4443738392060743,-0.03567591238183376,0.13953417049411918,0.09652587433052837,0.40402688514216106,0.31201592993779936,3487.084297005136,1.0114549197064147,0.8489258138175308,0.5578492348649531,0.7479493927615333,0.7204803741003033,0.9811317766989508,0.8263519288274791,0.404045911601903,0.02248096524699155
2,0.015298866034965442,0.031952302657624734,-0.46205814375416376,-0.23908662576583287,0.5185257148334043,-0.13075953233594856,0.536830828328449,-0.06773424791130014,0.0003768633149297679,0.1670147331793878,0.44126059520490635,0.38093583336181414,1287.1220350220608,2.8260386702339115,0.6213721413024398,0.7755042747194828,0.9534678045236307,0.7621906902652216,0.5124697306363777,0.40708937973853715,0.06772920475182079,0.9957757299675531
3,-0.03187150126234603,0.011861208729115447,-0.33189890294733254,-0.21979842610746678,0.5630931271434734,-0.14843175787961727,0.5440565086045014,-0.14221423270972297,0.02468638013550062,0.09419601882359252,0.24547783186340477,0.2521577496622724,1458.0152406006928,1.5091461983329808,0.11233259855400876,0.9120446964400118,0.08844512076373215,0.19405204570096293,0.14565401330127034,0.16248970726303683,0.4897648090669931,0.8169313343770176
4,-0.130499883543851,0.15957568731110167,-0.03706074328717357,-0.18196042479013713,0.8069687790099725,-0.12295127342470634,0.1135738381714547,-0.0654486089439319,-0.0058750823722514,0.07753416716971481,0.39089278648188924,0.2608854942885198,4936.414414612282,1.0172044938102793,0.9453457604553035,0.3719111875318126,0.7001549175502553,0.7933891540306832,0.5489810751854719,0.1827758814693983,0.9820221842333413,0.8671627212041655
5,-0.16531159715326604,0.1091818739034184,-0.3491825891800013,-0.03314403159757007,0.8330426684572417,-0.10959258424759077,0.3401455272930133,-0.16144874509951052,0.05189317722888359,0.06076343528073421,0.3984850737686526,0.2971350648384273,3303.4913453867525,1.3057164094314526,0.0851531923370967,0.3608339985847625,0.7967687810026958,0.4075032041993963,0.7006072805945912,0.11673941694125997,0.5546162128885844,0.9581043585967184
6,-0.22104053293865425,-0.06966250699106413,-0.05593068080678121,-0.09438850464533391,0.5039263311709987,-0.10253826750292698,0.4092861632675041,-0.19118717778691563,0.11144012597922845,0.12510273937867766,0.2732772581848735,0.31956638469374393,4551.063467136097,0.6087833329732498,0.9248132142459965,0.6434047705458266,0.33050432020826304,0.20666187890538595,0.3628345686273408,0.6005625788756048,0.7419583855419665,0.914977869576026
7,-0.12488988618641747,0.14928648283698237,-0.3098323724812063,-0.10723258376526609,0.1395686977601241,-0.12740413027375305,0.1788560729536806,0.002269273480999534,0.04038757720309227,0.1464770925022056,0.34474366168419657,0.2663749163399487,3337.783745269027,0.8828781442872238,0.5821948191332412,0.8567517781930611,0.5163064476205206,0.19661846686259593,0.7036358818330469,0.45093914726269235,0.5806450922593194,0.3668559571395276
8,-0.03547573281524771,-0.023142764795899544,-0.3918019528558443,-0.1690150312397355,0.12189967844871868,-0.14352629310021112,0.46959902336552095,0.00038991531379350963,0.10778374319606673,0.11464814012603299,0.19136787194823313,0.35416250141754124,594.4977537822907,1.5669422226581484,0.4498154847105134,0.7353077671075684,0.055441214529022516,0.43108647574315057,0.14437933701246844,0.8986033452880615,0.6599147305877318,0.5168963496368253
9,-0.017037834060163043,0.17409454569570204,-0.33119323579681714,-0.08000726073500045,0.40854464408937374,-0.12382131385091949,0.159800993335183,0.02560035552421186,-0.07908321401521695,0.0962524667052078,0.33583146363300387,0.2619941309723882,1408.2171661089394,1.5121126693161935,0.9347940573529961,0.7031539570943083,0.8104335908749708,0.06095456700289267,0.22749020739531678,0.9329181397962035,0.3274239215378894,0.6731834077753471
